Label,wid_x,wid_y,wew_x,wew_y,seed_x,seed_y,trkl_x,trkl_y,trkl_z,trkl_px,trkl_py,trkl_pz,h4_41,h4_42,h4_43,h4_44,h4_45,h4_46
0,12.063771707539663,11.62754352479717,1.9432394974705318,1.9884843871154343,-6.449999999999989,-11.519999999999996,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,6.157126489814081,5.175894061787099,2.602353612566172,1.2943592333740102,21.200000000000017,-33.64,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,12.871107907458166,9.141810086318849,6.467412243177956,1.9151113649002258,4.610000000000014,5.070000000000007,8.928334,9.072881,1896.8196,-0.020029701,-0.009302221,1.8350672,-9999,-9999,-9999,-9999,-9999,-9999
0,11.020459799032833,14.432906321200287,3.280327205216908,10.609283973899947,4.610000000000014,5.070000000000007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,15.003616858429417,7.738793300520371,6.915124239539169,1.4568341740901722,15.670000000000016,16.13000000000001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,12.251369311223954,10.285181087370313,8.887733020412512,6.860131820059578,15.670000000000016,5.070000000000007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,11.466143925038416,12.300202394569306,3.4659929102438216,2.166100964615085,10.140000000000015,5.070000000000007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,7.129674014676655,7.2431507570178955,1.682206064605952,1.8606873681943483,-61.75,10.600000000000009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,12.09883069371271,10.457663216254307,4.489281628986304,4.417302375427694,-6.449999999999989,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,13.22489258935588,12.744245132607894,5.758793540270767,3.9580984401211583,4.610000000000014,16.13000000000001,8.175236,17.49604,1896.8252,-0.61577153,0.2264834,49.22604,-9999,-9999,-9999,-9999,-9999,-9999
0,9.632286355383066,11.830050336842286,2.6592176574335555,3.107510001606491,-6.449999999999989,5.070000000000007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,12.261270552253368,10.53415621785733,2.732911189591347,2.03730128162093,15.670000000000016,10.600000000000009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,8.440454054137136,12.829600000000003,5.0228159361298825,9.746252328174098,-0.9199999999999875,21.66000000000001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,8.986176352777266,13.417652585317484,1.5671049288786232,5.6808567467561,4.610000000000014,16.13000000000001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,12.121027309345873,10.954223511071772,3.654415607359193,3.307190117184775,4.610000000000014,10.600000000000009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,10.473386080919582,11.06,2.886151646677524,3.5401279822400435,4.610000000000014,-5.989999999999995,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,13.869503919207128,13.318140201154533,2.14831669088089,4.66179953430658,-0.9199999999999875,16.13000000000001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,15.400923475637398,9.420244448682466,12.340581738062445,3.2535975026280712,-0.9199999999999875,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,9.160126853212361,10.403539776250827,3.487542647361914,2.51353212105635,-34.099999999999994,-5.989999999999995,-25.88533,-1.4860362,1859.9587,-1.7185419,-0.26307276,46.53359,-9999,-9999,-9999,-9999,-9999,-9999
0,11.608401637810038,12.010342882575202,2.9287599402456914,3.1059193424372835,10.140000000000015,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,9.920321000350746,7.810619373647651,7.675762825752314,1.8687287088372757,-0.9199999999999875,5.070000000000007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,10.319036988824651,11.235724858176383,3.1907916759009316,5.314557410912437,-0.9199999999999875,5.070000000000007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,10.007147892912212,11.669390353361903,1.8307195470772382,8.230805554987056,4.610000000000014,5.070000000000007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,11.947941075420793,10.278564826917455,2.9033311025004314,3.088545503798758,4.610000000000014,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,7.21537257416989,9.715354166184293,1.8584001052983181,2.0346805201335965,-61.75,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,6.786760713893951,9.792633033479557,1.60284839647002,2.1913489756184386,-50.69,-39.169999999999995,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,11.535082141016598,9.109354313012533,5.243763959063294,3.070833697204452,-0.9199999999999875,10.600000000000009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,10.551456772845087,9.843922390747608,3.025775314376385,3.2413819152517642,-0.9199999999999875,10.600000000000009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,11.146509730937511,9.49038145958088,3.4222480102698687,3.9960343027455147,10.140000000000015,5.070000000000007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,10.375199660729429,8.578454275683937,1.6810914272542212,1.4765292328809307,4.610000000000014,5.070000000000007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,5.639515582033622,3.4974790921462238,1.0845082315873018,1.877980292229477,15.670000000000016,38.25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,9.472707691228536,11.442078979223224,3.0447471138503923,2.852235055793983,-0.9199999999999875,16.13000000000001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,9.768387488375382,10.751000312226704,3.095644524579951,6.641366082714803,-0.9199999999999875,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,9.90333390758926,11.293852499191955,3.1086312837677177,3.427279505411228,10.140000000000015,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,9.013451825562083,12.350180485510784,1.5970379986164964,2.9991442043757015,10.140000000000015,10.600000000000009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,8.7992291591374,8.097333202119671,1.9955007609168913,1.7357914558974008,4.610000000000014,-17.049999999999997,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,5.418271311036395,8.295000000000002,2.5288452958176015,2.9535963352656394,115.21000000000004,5.070000000000007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,12.227290060443577,4.598081188635533,3.1639625275791787,2.5916601861278705,26.730000000000018,5.070000000000007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,5.698123364454572,10.571301939276825,2.4280391246431976,2.5584425772528063,-133.64,10.600000000000009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,12.720586599072181,8.049723874703867,4.643855009509472,1.8645968584933905,-11.97999999999999,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,9.98371779135909,13.477779713291062,2.7906778813248105,8.81493929812126,-6.449999999999989,10.600000000000009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,13.162452658984193,8.03473110937759,6.700554754860384,1.838183235162502,-6.449999999999989,5.070000000000007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,8.791384787641537,10.386016872910183,5.662841953179532,2.01848919160967,10.140000000000015,16.13000000000001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,8.415398167394667,12.733344735144982,2.0248927533789174,2.9888518249800793,-0.9199999999999875,5.070000000000007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,9.506479223257276,12.579508027829318,1.9111667777275032,3.104500846498081,10.140000000000015,10.600000000000009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,9.31851137902335,8.21815456607378,3.971030117993732,2.9038396931218045,15.670000000000016,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,8.440454054137136,8.708652708657064,2.3936588708228608,2.5365097287873946,4.610000000000014,10.600000000000009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,4.13827306977198,4.138273069771977,1.8279291913052105,1.3533916196652713,-11.97999999999999,-39.169999999999995,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,15.050364929267738,14.353611984948696,5.78243435439697,3.356180667232769,10.140000000000015,10.600000000000009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,6.761310893606361,7.463305232938019,1.5115105443816426,2.6272005468828197,93.09000000000003,10.600000000000009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,9.250942038576833,11.844983933740972,2.038889991979817,3.601710031329554,10.140000000000015,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,9.661895313686214,8.002624292559727,2.6125593862158887,2.274336506310917,-17.50999999999999,-5.989999999999995,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,5.924922090217554,7.367877666042995,1.7518599933709857,2.074787535133637,4.610000000000014,16.13000000000001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,8.40096232435348,10.265981413394696,1.7237148214865632,1.4360023373645803,15.670000000000016,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,0.0,2.7650000000000006,6.280602577018494e-07,1.4262598279354501,-23.039999999999992,-44.699999999999996,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,10.981347316649671,10.722550484324564,2.5501898370914144,4.353493196436448,-0.9199999999999875,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,20.18741880179981,9.640273409972577,16.629368622747272,2.2016862491893967,4.610000000000014,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,8.243637277049226,8.282189181544263,2.1731898665819003,3.0009970795742715,10.140000000000015,32.72,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,5.530000000000002,6.943154252371341,1.3836265957530878,1.7486354922560468,43.32000000000002,5.070000000000007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,9.65064174207864,11.0983363367869,4.723120043550408,2.8258421084103005,10.140000000000015,5.070000000000007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,12.202600077532761,12.944559388078039,4.160283517423483,3.214889335484198,-0.9199999999999875,10.600000000000009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,10.75061041194002,11.57584745702432,2.995112839232223,3.1010105341518095,-0.9199999999999875,10.600000000000009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,11.513774660535693,8.336300179551705,5.25400245445037,1.8834368288294838,15.670000000000016,5.070000000000007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,11.506607526796452,9.664273382510334,4.579695504040053,2.929839954185364,4.610000000000014,10.600000000000009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,6.1730598862618375,7.572264357508923,1.515772525703166,1.3126399520196386,10.140000000000015,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,4.976746090860229,10.004146413090197,1.3694207175070219,2.3788311366872343,-11.97999999999999,-22.58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,10.312387904392342,9.866659107201196,2.331848414188782,2.9208357259144844,-0.9199999999999875,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,12.025542741274602,10.093360521515317,4.488647295513913,2.1047193892201363,15.670000000000016,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,10.190149404640195,6.278167106904868,3.920433180249583,1.503037005675635,-34.099999999999994,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
