n_evt,gpz,wid_x,wid_y,wew_x,wew_y,seed_x,seed_y,trkl_x,trkl_y,trkl_z,trkl_px,trkl_py,trkl_pz,E/p,h4_41,h4_42,h4_43,h4_44,h4_45,h4_46
222,14.427334,2.7650000000000006,2.7650000000000006,2.1709720154045513,2.5801101219864484,-6.449999999999989,21.66000000000001,-4.6276665,27.360826,1896.7875,-0.9579476,0.3639525,47.445244,0.036989428,32.62678909301758,34.388084411621094,-9999,33.33159255981445,-9999,-10.165332794189453
223,44.423176,0.0,0.0,0.0,0.0,4.610000000000014,5.070000000000007,8.245804,9.6010895,1896.8289,-0.56445974,0.02161052,49.724304,0.011543774,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
224,19.653002,0.0,0.0,0.0,0.0,-11.97999999999999,-0.45999999999999375,-7.615662,2.7758806,1859.8735,-1.1694032,-0.20254476,48.669636,0.020997992,-9999,11.228084564208984,-9999,10.171592712402344,-9999,-29.495332717895508
225,52.351547,0.0,0.0,0.0,0.0,4.610000000000014,10.600000000000009,10.563919,12.035487,1896.8269,-0.45665392,0.029109946,49.98238,0.008322259,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
226,77.74383,0.0,0.0,0.0,0.0,4.610000000000014,5.070000000000007,8.676691,9.440599,1896.8197,-0.24191463,0.08531212,50.506046,0.010808078,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
227,18.743786,0.0,0.0,0.0,0.0,-11.97999999999999,10.600000000000009,-6.078779,13.585527,1896.7931,-1.1785014,0.32613322,47.69108,0.025498692,-9999,11.228084564208984,-9999,10.171592712402344,-9999,-10.165332794189453
228,91.023705,0.0,0.0,0.0,0.0,10.140000000000015,5.070000000000007,13.598284,9.733559,1896.8302,-0.17402388,-0.009729058,50.42173,0.004666965,9.466787338256836,-9999,10.405887603759766,-9999,-9999,9.164667129516602
229,34.952847,2.7650000000000006,0.0,1.7353639394532645,9.299920259724154e-08,-6.449999999999989,10.600000000000009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
230,17.520409,0.0,0.0,0.0,0.0,-6.449999999999989,10.600000000000009,-1.8278176,12.977991,1896.8069,-1.1277156,0.14084525,47.655094,0.025363376,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
231,59.54035,2.7650000000000006,0.0,1.499942703113895,6.238282583243846e-08,10.140000000000015,10.600000000000009,11.437674,16.059753,1896.823,-0.24007647,-0.046300057,50.12231,0.0106291305,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
232,87.42238,0.0,0.0,0.0,0.0,10.140000000000015,5.070000000000007,13.772707,8.175103,1896.8329,-0.20843281,0.068395734,51.784573,0.00603715,9.466787338256836,-9999,10.405887603759766,-9999,-9999,9.164667129516602
233,30.093842,0.0,0.0,0.0,0.0,-11.97999999999999,16.13000000000001,-7.2463245,20.630808,1896.7786,-0.56431615,0.05492372,49.201637,0.014745785,9.466787338256836,11.228084564208984,-9999,10.171592712402344,-9999,-10.165332794189453
234,87.841736,2.7650000000000006,0.0,0.9136893613230326,1.364790901908043e-07,4.610000000000014,5.070000000000007,10.149846,8.94492,1896.8262,-0.19724315,-0.051531855,50.521645,0.007816009,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
235,52.154007,0.0,0.0,0.0,0.0,10.140000000000015,10.600000000000009,13.603889,14.035722,1896.8318,-0.3579421,-0.053257138,50.22903,0.007865799,9.466787338256836,-9999,10.405887603759766,-9999,-9999,9.164667129516602
236,12.261081,0.0,0.0,0.0,0.0,-28.569999999999993,-0.45999999999999375,-23.616316,1.092316,1859.9384,-2.019213,-0.46694553,47.216324,0.034411468,-9999,-11.931915283203125,-9999,-12.988407135009766,-48.09877014160156,-9999
237,57.262856,2.7650000000000006,0.0,1.093329734033398,6.329313034142596e-08,4.610000000000014,5.070000000000007,7.162554,9.956877,1896.8176,-0.3068205,0.090152144,50.075825,0.0104339775,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
238,14.764431,70.38540899930894,2.6068669999744056,46.36303255969302,0.9965345618119574,-28.569999999999993,10.600000000000009,-24.719984,15.945017,1896.7421,-1.3831292,-0.064876154,47.086243,0.03885251,-9999,11.228084564208984,-9999,10.171592712402344,-9999,-29.495332717895508
239,26.506218,2.7650000000000006,0.0,1.3597302543159604,7.592294824828261e-08,4.610000000000014,5.070000000000007,6.306236,6.2082033,1896.8186,-0.48701882,-0.21335089,49.17319,0.018850015,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
240,48.394012,0.0,0.0,0.0,0.0,10.140000000000015,-5.989999999999995,14.289714,-0.34513012,1859.8318,-0.34541306,-0.09261068,49.950035,0.009499716,9.466787338256836,-9999,10.405887603759766,10.171592712402344,9.891231536865234,9.164667129516602
241,47.558662,0.0,0.0,0.0,0.0,-11.97999999999999,5.070000000000007,-6.614492,9.766117,1896.7985,-0.50335,0.016512968,49.883076,0.009622925,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
242,26.14541,0.0,0.0,0.0,0.0,-11.97999999999999,21.66000000000001,-7.5667787,23.353834,1896.7869,-0.7886578,0.27102026,48.98348,0.016837835,-9999,34.388084411621094,-9999,33.33159255981445,-9999,-10.165332794189453
243,21.0828,2.6068669999744056,2.6068669999744056,1.0654484270004074,1.0834065535777004,-11.97999999999999,10.600000000000009,-7.589997,11.592516,1896.8065,-0.7723598,0.029724829,47.461758,0.030014312,-9999,11.228084564208984,-9999,10.171592712402344,-9999,-10.165332794189453
244,32.558914,0.0,0.0,8.881784197001252e-16,0.0,-6.449999999999989,-0.45999999999999375,-2.3339942,2.1050444,1859.8867,-0.7241757,-0.19469468,49.458694,0.01371995,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
245,66.302185,4.585233772666341,3.910300499961609,1.1533473051501428,1.6272125633000405,4.610000000000014,10.600000000000009,6.5971065,16.467321,1896.8114,-0.35590136,-0.084937006,50.25409,0.008770299,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
246,71.16857,0.0,9.399192636722702,2.527758450474404e-09,1.5725403934434083,-0.9199999999999875,10.600000000000009,3.2119908,11.33391,1896.8096,-0.27963933,-0.015807549,50.27975,0.01190144,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
247,66.79871,0.0,0.0,0.0,0.0,-6.449999999999989,16.13000000000001,-0.37761983,16.879904,1896.803,-0.22716852,0.012240498,51.818428,0.006248058,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
248,45.46855,0.0,0.0,0.0,0.0,-11.97999999999999,10.600000000000009,-9.732603,11.730845,1896.797,-0.56828725,0.034736313,49.704235,0.010524382,32.62678909301758,11.228084564208984,33.565887451171875,10.171592712402344,-9999,-10.165332794189453
249,30.265123,2.7650000000000006,2.7650000000000006,0.7814377945514551,2.76373979176698,10.140000000000015,5.070000000000007,12.010164,5.676057,1896.8271,-0.42066926,-0.17796601,49.18683,0.016113201,9.466787338256836,-9999,10.405887603759766,10.171592712402344,-9999,9.164667129516602
250,13.42044,0.0,0.0,0.0,0.0,-17.50999999999999,16.13000000000001,-14.1589985,18.750084,1896.8043,-1.6411803,0.042421736,47.780773,0.035589144,-9999,11.228084564208984,-9999,10.171592712402344,-9999,-29.495332717895508
251,51.017315,0.0,0.0,0.0,0.0,-0.9199999999999875,10.600000000000009,4.438564,14.195981,1896.8116,-0.52571213,0.074148305,49.709587,0.009126148,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
252,75.07451,2.7650000000000006,0.0,0.8807826493500436,9.55898182961386e-08,-0.9199999999999875,10.600000000000009,5.020386,12.229282,1896.8123,-0.17837033,-0.00015693453,50.394722,0.00681784,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
253,69.03047,0.0,0.0,0.0,0.0,4.610000000000014,16.13000000000001,7.902956,17.552532,1896.818,-0.34835526,0.077327885,50.51275,0.0062789116,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-28.768768310546875,9.164667129516602
254,83.21069,2.6068669999744056,2.6068669999744056,0.8890128233246485,0.4790131601148405,4.610000000000014,-0.45999999999999375,10.904128,0.52571964,1859.8442,-0.26463374,-0.05869751,50.515556,0.007140101,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
255,31.758917,0.0,0.0,0.0,0.0,-11.97999999999999,5.070000000000007,-10.171416,8.199139,1896.7828,-0.61506015,0.15551174,49.335445,0.014395846,-9999,11.228084564208984,-9999,10.171592712402344,-9999,-10.165332794189453
256,74.5688,0.0,0.0,1.1102230246251565e-16,5.551115123125783e-17,-0.9199999999999875,-0.45999999999999375,4.305183,3.2923408,1859.8652,-0.19887522,-0.03218819,50.34774,0.0077111023,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
257,75.449745,2.6068669999744056,2.6068669999744056,0.6728019797963135,1.0770482497881249,-6.449999999999989,5.070000000000007,-1.2782466,9.643673,1896.8038,-0.20592506,-0.024130898,50.242867,0.0073972796,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
258,24.751379,2.7650000000000006,0.0,0.979524893154314,8.351966472079372e-09,-6.449999999999989,-0.45999999999999375,1.0858859,1.9423304,1859.8685,-0.9878296,-0.2343688,48.359608,0.019045943,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9.43876838684082,-9999
259,66.78531,0.0,2.7650000000000006,2.906373216515471e-07,2.756287705060486,-6.449999999999989,5.070000000000007,-2.1283028,11.14257,1896.8031,-0.23554233,-0.10988877,50.40275,0.009873637,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
260,41.81844,0.0,0.0,0.0,0.0,-0.9199999999999875,5.070000000000007,5.0174522,10.390378,1896.8107,-0.5795872,-0.100533396,49.79342,0.0118212225,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
261,96.20791,4.585233772666341,2.3945602414639735,1.4763761487497096,0.6208875082123749,-6.449999999999989,10.600000000000009,-2.030247,11.642097,1896.8033,-0.2831137,0.055170223,51.80665,0.005945733,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
262,77.540504,0.0,0.0,0.0,0.0,-6.449999999999989,5.070000000000007,-1.6451916,8.894174,1896.8024,-0.32005957,-0.08408272,51.77622,0.0060099135,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
263,37.322857,0.0,0.0,0.0,0.0,4.610000000000014,10.600000000000009,10.287742,15.334409,1896.8177,-0.3593215,-0.028779633,49.836334,0.0142422365,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
264,42.257294,2.7650000000000006,2.7650000000000006,0.5241194061636577,0.5241194061637026,-0.9199999999999875,10.600000000000009,4.024797,13.708953,1896.8085,-0.591283,0.03221611,49.679012,0.01501117,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
265,83.3486,0.0,5.530000000000001,8.531908016008038e-08,1.609605496230906,10.140000000000015,10.600000000000009,13.212963,14.8109665,1896.8271,-0.27407756,-0.025623271,51.901123,0.006577629,9.466787338256836,-9999,10.405887603759766,-9999,-9999,9.164667129516602
266,29.75567,2.7650000000000006,0.0,0.9626746805683006,1.299662918401683e-07,-11.97999999999999,5.070000000000007,-10.211679,10.631055,1896.798,-0.777237,0.03666705,49.081234,0.02200916,-9999,11.228084564208984,-9999,10.171592712402344,-9999,-10.165332794189453
267,47.212143,2.6068669999744056,2.6068669999744056,0.8841617057263204,0.8546979146914537,4.610000000000014,16.13000000000001,6.11411,16.666553,1896.806,-0.44630834,-0.010174506,49.737885,0.009612809,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
268,60.067127,0.0,0.0,1.1102230246251565e-16,5.551115123125783e-17,-0.9199999999999875,-0.45999999999999375,1.7591401,3.8573892,1896.8137,-0.26836082,0.040527318,50.00259,0.009182993,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
269,98.87737,0.0,0.0,0.0,0.0,4.610000000000014,16.13000000000001,7.8481817,19.590784,1896.8135,-0.17460006,0.049235113,51.645557,0.0045844605,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
270,38.27113,0.0,2.7650000000000006,4.880992811663398e-07,1.2955007492818993,-11.97999999999999,5.070000000000007,-8.325391,10.333189,1896.7985,-0.60721946,0.17761315,49.459473,0.016939197,-9999,11.228084564208984,-9999,10.171592712402344,-9999,-10.165332794189453
271,26.013027,0.0,2.7650000000000006,1.4389374801296339e-08,0.8547408734673356,-0.9199999999999875,-5.989999999999995,4.3888907,-0.78113484,1859.8589,-0.7468526,-0.12586643,49.02587,0.020746151,9.466787338256836,-11.931915283203125,-12.754112243652344,-12.988407135009766,9.891231536865234,-9999
272,46.658497,0.0,0.0,0.0,0.0,-0.9199999999999875,5.070000000000007,1.3003303,10.031564,1896.8088,-0.30456075,0.15310015,49.60938,0.009746157,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
273,58.916683,0.0,2.7650000000000006,8.47488094163304e-08,0.5761616416155103,-6.449999999999989,-0.45999999999999375,0.22496602,0.42486587,1859.8661,-0.41043073,-0.0029177966,50.126656,0.007848427,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
274,68.47335,0.0,0.0,0.0,0.0,10.140000000000015,-0.45999999999999375,13.813475,4.335829,1896.8336,-0.1780518,-0.022135636,50.399128,0.0066061257,9.466787338256836,-9999,10.405887603759766,-9999,-9999,9.164667129516602
275,99.35532,3.910300499961609,2.3945602414639735,2.0807053610944197,0.48819888247116644,4.610000000000014,10.600000000000009,7.961665,14.628551,1896.8162,-0.17704925,-0.04724713,51.624107,0.009530637,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
276,17.93079,0.0,0.0,0.0,0.0,-11.97999999999999,-11.519999999999996,-6.2171025,-6.8345227,1859.8688,-0.94500065,-0.26861575,48.25967,0.024339112,9.466787338256836,-11.931915283203125,-9999,-12.988407135009766,-9.43876838684082,-9999
277,35.524734,0.0,0.0,0.0,0.0,-11.97999999999999,-5.989999999999995,-5.5351295,-1.2940838,1859.8901,-0.62784594,-0.12810446,48.7944,0.01382281,-13.693212509155273,-11.931915283203125,-12.754112243652344,-12.988407135009766,-9.43876838684082,-9999
278,33.084698,2.7650000000000006,2.7650000000000006,0.6519309557639864,0.6519309557640024,-11.97999999999999,16.13000000000001,-8.51027,17.445286,1896.7952,-0.6945254,0.08491842,49.611088,-9999,-9999,11.228084564208984,-9999,10.171592712402344,-9999,-10.165332794189453
279,39.19518,3.497479092146228,4.13827306977198,2.7908192308683946,0.8879373840863413,-0.9199999999999875,5.070000000000007,0.28397873,7.479738,1896.8071,-0.37261572,-0.14786433,49.652813,0.030138694,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
280,11.618942,0.0,0.0,0.0,0.0,-34.099999999999994,-11.519999999999996,-28.933733,-9.926581,1859.9329,-2.1334379,-0.54678506,47.076458,0.03598379,-9999,-11.931915283203125,-9999,-12.988407135009766,-48.09877014160156,-9999
281,19.980043,0.0,0.0,0.0,0.0,-17.50999999999999,-5.989999999999995,-11.11758,-1.493811,1859.881,-0.78840154,-0.09465433,48.722294,0.022105912,-9999,-11.931915283203125,-9999,10.171592712402344,-9.43876838684082,-9999
282,34.147446,0.0,0.0,0.0,0.0,-6.449999999999989,5.070000000000007,-3.848804,7.1146617,1896.8002,-0.43355283,-0.093724206,49.206787,0.013058482,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
283,59.02655,2.7650000000000006,0.0,1.171652059846706,1.20965458130894e-08,-0.9199999999999875,-0.45999999999999375,0.7943545,3.2788298,1896.8104,-0.23467264,0.016544811,52.138374,0.008427185,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
284,50.889877,0.0,0.0,0.0,0.0,4.610000000000014,5.070000000000007,8.805629,8.252887,1896.8215,-0.34806347,-0.014184011,49.995926,0.009142028,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
285,22.89768,0.0,0.0,0.0,0.0,-11.97999999999999,-11.519999999999996,-8.140707,-7.0982795,1859.8812,-0.7023792,-0.28041366,48.89558,0.023109935,-9999,-11.931915283203125,-9999,-12.988407135009766,-9.43876838684082,-9999
286,44.442036,2.6068669999744056,2.6068669999744056,0.7710920006949369,2.5061635278621037,4.610000000000014,5.070000000000007,9.880041,10.887811,1896.8239,-0.44421625,0.1591879,49.47825,0.013079438,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
287,83.991486,4.424,4.13827306977198,1.2429753930249212,1.584725457963678,10.140000000000015,5.070000000000007,11.719622,8.366609,1896.8285,-0.16337492,-0.012205325,50.463505,0.007837618,9.466787338256836,-9999,10.405887603759766,-9999,-9999,9.164667129516602
288,65.54024,0.0,0.0,0.0,0.0,10.140000000000015,5.070000000000007,13.669304,9.620926,1896.8307,-0.25156653,0.040198643,52.165558,0.006516606,9.466787338256836,-9999,10.405887603759766,10.171592712402344,9.891231536865234,9.164667129516602
289,49.3565,4.13827306977198,4.13827306977198,1.4813761695630425,1.2602945767026812,10.140000000000015,10.600000000000009,13.289654,12.296449,1896.8241,-0.29903823,0.06384696,52.396908,0.017338656,9.466787338256836,-9999,10.405887603759766,-9999,-9999,9.164667129516602
290,57.320057,0.0,0.0,0.0,0.0,-6.449999999999989,16.13000000000001,-0.9058375,20.151207,1896.7949,-0.34653878,0.04656071,49.996483,0.0085808905,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
291,13.828822,2.7650000000000006,0.0,1.8569931731633593,2.5981125376890616e-07,4.610000000000014,10.600000000000009,6.4408937,11.950178,1896.8241,-0.81790394,-0.0076451222,46.972515,0.044562034,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
292,25.946566,0.0,0.0,0.0,0.0,4.610000000000014,5.070000000000007,6.5237875,9.923921,1896.8076,-0.69490176,-0.1346205,48.8169,0.018474052,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
293,88.96604,0.0,0.0,0.0,0.0,-0.9199999999999875,16.13000000000001,5.1636887,19.6777,1896.8081,-0.1368774,0.059882417,50.56481,0.0047586393,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
294,72.77872,0.0,0.0,0.0,0.0,-0.9199999999999875,5.070000000000007,1.4179151,8.051423,1896.8125,-0.26810393,0.049331885,50.324245,0.00623298,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
295,83.21244,0.0,0.0,0.0,0.0,-0.9199999999999875,5.070000000000007,2.214796,8.597278,1896.8088,-0.28804544,-0.07245841,50.35973,0.005581026,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
296,97.51354,0.0,0.0,0.0,0.0,4.610000000000014,5.070000000000007,6.0666504,6.6690397,1896.8187,-0.14496526,0.060254846,50.665604,0.004610117,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
297,44.696445,0.0,0.0,0.0,0.0,-0.9199999999999875,-0.45999999999999375,1.6174896,3.3197012,1896.8138,-0.29595524,-0.15522707,50.010185,0.009392544,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-28.768768310546875,-10.165332794189453
298,42.475395,0.0,0.0,0.0,0.0,-0.9199999999999875,5.070000000000007,1.1220388,7.841194,1896.8126,-0.45674708,0.045832425,49.74878,0.011226995,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
299,43.747025,0.0,0.0,0.0,0.0,4.610000000000014,10.600000000000009,7.542501,11.9341135,1896.8157,-0.41629463,-0.009930958,49.827698,0.009738774,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
300,90.62622,2.7091356555181956,6.057811486007139,1.4364494119362674,1.0893750695350526,-6.449999999999989,5.070000000000007,-4.51763,9.859004,1896.8002,-0.25784072,-0.010693452,50.63178,0.01627927,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-28.768768310546875,-10.165332794189453
301,37.54295,2.7650000000000006,0.0,1.512985665643673,2.622420730811812e-07,4.610000000000014,10.600000000000009,6.204389,15.402353,1896.8079,-0.6299141,-0.047205176,49.571888,0.012010962,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
302,68.9844,2.7650000000000006,2.7650000000000006,1.578017442046862,1.2576309550231535,-6.449999999999989,-0.45999999999999375,0.27787796,2.610965,1859.8628,-0.3157118,-0.080788426,50.319065,0.010456749,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
303,79.982834,4.13827306977198,4.13827306977198,2.4233420446053544,1.1016866597000472,-0.9199999999999875,16.13000000000001,0.6934128,17.502453,1896.8009,-0.30591363,0.04389095,50.266056,0.010336227,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
304,99.44479,2.6068669999744056,2.6068669999744056,0.5756483888282249,1.6629976977394365,10.140000000000015,-0.45999999999999375,14.643211,0.21841322,1896.8367,-0.25203228,-0.04385271,50.60918,0.005708378,9.466787338256836,-9999,10.405887603759766,-9999,-9999,9.164667129516602
305,16.223963,0.0,2.7650000000000006,5.646098842745731e-08,1.883742779356104,4.610000000000014,10.600000000000009,6.5405674,11.742254,1896.827,-0.78109866,0.25240573,46.96114,0.03783314,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
306,26.876284,2.6068669999744056,2.6068669999744056,0.5603186945376343,0.6693138219222745,-11.97999999999999,-5.989999999999995,-7.892508,-2.089284,1859.8947,-0.6576951,-0.27366313,48.833122,0.018969335,-9999,-11.931915283203125,103.04589080810547,-12.988407135009766,-9.43876838684082,-9999
307,82.50561,2.6068669999744056,2.6068669999744056,1.2078234787838353,1.3449699577743615,10.140000000000015,10.600000000000009,11.850937,15.546913,1896.8268,-0.29759103,0.08901986,51.841084,0.0066130147,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
308,98.15837,0.0,0.0,0.0,0.0,-0.9199999999999875,16.13000000000001,3.7951357,17.961239,1896.8082,-0.14964741,0.072008096,50.727924,0.0043955855,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
309,59.80429,0.0,0.0,1.1102230246251565e-16,0.0,-0.9199999999999875,5.070000000000007,2.8373306,11.012654,1896.8081,-0.29972064,-0.08676244,49.975758,0.007256257,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
310,39.149544,2.7650000000000006,0.0,2.589791288444018,3.588660365853544e-07,4.610000000000014,10.600000000000009,6.0039463,14.832183,1896.8077,-0.6035706,-0.056821413,49.393814,0.011438164,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
311,45.431175,0.0,4.515226092530326,9.681897607611408e-08,1.4329675669407436,4.610000000000014,5.070000000000007,8.469752,10.25815,1896.8268,-0.44967943,-0.12187946,48.72179,0.01373035,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
312,72.66708,0.0,0.0,0.0,0.0,4.610000000000014,-0.45999999999999375,8.2851,4.06405,1896.8259,-0.31011912,0.005909736,50.363743,0.0067049596,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,48.551231384277344,9.164667129516602
313,64.93366,0.0,0.0,0.0,0.0,15.670000000000016,-0.45999999999999375,17.099348,2.991015,1859.8251,-0.20619275,0.057991352,50.444042,0.0070277574,9.466787338256836,-9999,10.405887603759766,-9999,-9999,9.164667129516602
314,91.8989,0.0,0.0,0.0,0.0,4.610000000000014,-0.45999999999999375,10.169094,3.2290137,1896.8296,-0.23358986,0.07161627,50.506603,0.004716343,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
315,68.04954,0.0,0.0,0.0,0.0,-0.9199999999999875,5.070000000000007,1.7626176,10.853559,1896.8103,-0.37187973,-0.033139184,50.279926,0.0070784013,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
316,65.46567,0.0,0.0,0.0,5.551115123125783e-17,-6.449999999999989,-0.45999999999999375,-1.9281077,5.227953,1896.8068,-0.20389271,0.10970127,50.234753,0.0070010806,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
317,97.13183,0.0,0.0,0.0,0.0,4.610000000000014,5.070000000000007,6.1157103,7.614114,1896.8181,-0.15159518,-0.044733725,50.598877,0.0060431673,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
318,65.791534,0.0,2.7650000000000006,9.671128059836261e-08,0.66567029138444,-6.449999999999989,16.13000000000001,-0.8662695,16.639784,1896.802,-0.34497964,0.03959725,50.45708,0.0065403823,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
319,41.924393,0.0,0.0,0.0,0.0,-6.449999999999989,5.070000000000007,-1.8229556,4.956196,1896.8077,-0.14140552,-0.113078006,20.195335,0.010474449,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
320,75.40455,4.946182366229536,2.7091356555181956,2.0133313249116473,0.8020707200253568,-0.9199999999999875,-0.45999999999999375,4.598371,4.933831,1896.8203,-0.3668761,0.049565997,51.90731,0.0086919265,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
321,71.17202,0.0,2.7650000000000006,2.595979783371436e-08,0.5513722604843353,-0.9199999999999875,16.13000000000001,5.24243,17.256037,1896.8108,-0.30640772,0.084739015,51.986153,0.0065652705,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
322,18.292,0.0,0.0,0.0,0.0,-6.449999999999989,10.600000000000009,-1.9817712,15.50728,1896.792,-0.74599934,0.20697263,47.935413,0.02643725,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
323,34.70957,2.7650000000000006,0.0,1.1878571791903922,5.551115123125783e-17,-0.9199999999999875,-0.45999999999999375,6.12537,3.1944253,1859.8661,-0.7246263,0.082924955,49.59664,0.016883465,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
324,39.47057,0.0,0.0,0.0,0.0,-0.9199999999999875,5.070000000000007,3.136405,10.794675,1896.809,-0.39808387,0.0610614,49.961666,0.011772673,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
325,75.142044,0.0,0.0,0.0,0.0,4.610000000000014,5.070000000000007,7.7991695,7.394521,1896.8236,-0.22664912,-0.10179657,51.90833,0.0057381946,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
