electron,muon,pi+,pi-,pi0,positron,photon
1.5843338322315998,0.0,4.947201320074989,0.0,11.510822943502895,6.0581066370634025,1.7666152928580463
2.0077390211568695,0.0,4.896043926347296,6.467039250030699,4.763371747790251,1.5804754688770593,1.5124125337997107
3.1267033266274984,1.7763568394002505e-15,5.534214735812741,0.0,3.1816738383823364,1.7923259089226047,2.2099433065062737
5.345499917514233,0.0,3.7500634628366294,0.0,5.614361904391864,1.7076686637381875,1.658772240916045
2.276824160745381,0.0,1.933133388559869,0.0,3.210409740875007,1.8050736136291883,1.6138916140386401
7.384063936498618,0.6458590268798613,0.84066137221582,0.0,5.334649282803482,2.6927210861043176,2.0697444705043684
1.578011245030958,0.8898121271051045,5.526777805114278,0.0,1.5578567565269799,2.0887647250575845,2.8518842882690283
1.7716211569960036,0.0,2.22341877921007,3.218996493319271,2.6647571162278227,1.6753393130605554,1.7192034497334276
1.7990384900827412,0.6999896104835232,4.964596718136454,0.6389836965884718,2.2629237582587773,1.7839985265943545,2.0177810437697747
2.1124425719385043,0.0,0.0,4.810863074709028,8.604686766546203,1.8291245856432437,1.546310443653969
1.92500729859925,0.0,1.5586273872658036,0.0,11.409182121052329,2.965731198000195,1.3954786083981636
1.878065733736268,0.0,1.6775102626595648,1.0854811818694465,2.686187356452788,1.8409048030229784,1.5937691478805742
1.7167988729217383,0.0,3.0382608159390636,0.6642349731958341,2.08892165322574,2.573333805875658,1.7522878885933517
1.1847008752498995,0.0,0.0,2.139530420823167,5.64392715560509,2.535660377774182,1.4904341609443703
9.160754124205752,0.0,0.0,0.0,1.5959148484996732,2.7409253127415836,2.9069673767266613
2.009543643356543,0.0,1.7763568394002505e-15,0.0,2.435503253648448,1.6695183355898893,7.287456964745772
7.081958231210408,0.0,4.600790521185367,0.0,1.793367283842324,2.1029958680306002,2.2718606740825114
1.651466552679409,0.0,4.932294841484983,4.678184504206101,1.6105095763510815,2.0174002243861193,2.908646500552655
1.3560354434032702,0.0,0.0,4.018492288664434,3.9003990415014034,2.336025583246214,1.5507664921696493
1.6616119444704025,1.2373375085541174,0.0,0.0,2.8911481343836885,2.6228088708363893,1.9055824717798744
2.631778700526884,0.0,1.7763568394002505e-15,0.0,1.9380086374497452,2.124834780202147,2.207265758916022
2.477575793496286,0.0,1.4264219426541178,0.0,4.996695186949053,2.683551804335052,2.7256027320733094
2.2608660750811866,2.7984245924232667,3.9576765565264957,0.0,1.643656907409639,1.8578707375800507,1.9538404639337987
6.369560953507125,0.0,2.6743194323385837,11.12311763490769,3.703316908084376,1.5785402656756047,2.1818231678744118
2.1389739815026925,0.906624170058477,7.020945092144554,0.0,4.5802100396259275,2.7345179371766286,2.634134448858742
2.9295470280757914,0.0,1.886097481831547,1.1102230246251565e-16,3.156644316797333,1.5883335269708867,1.5195076227037978
1.6280067794966906,0.0,4.235343876737,0.0,4.738239415721414,1.7619830378896688,1.6707541733002265
1.951688786542566,0.691467138920611,2.1385171261537455,4.522174163194586,2.8166057733141563,1.7358758944262358,1.7369769669208193
5.8875589561187285,0.0,4.195522607191766,0.0,3.0172132587369664,2.6088870487441826,1.4389569322272608
1.7125071610176748,0.0,8.881784197001252e-16,6.482584924595361,3.694446403083232,1.8151763791498745,1.570221157745563
2.0522687496252727,0.0,8.77154368224842,1.7763568394002505e-15,3.2953903703966048,1.418496415171691,2.239268022485472
6.152750220273152,0.0,2.9280118170075613,8.881784197001252e-16,3.8674628297667115,14.492540307726957,3.1009902175426354
16.11170646598776,0.8132479036047817,4.97010510236555,0.0,5.574824539180623,1.873269133727377,1.4536284707071894
1.615900362834374,0.7398012136497555,0.0,6.309997550257829,10.07927890178279,2.1825861280494787,4.875346298115869
2.4820656647785246,0.0,5.416210049215051,2.129778567401093,3.443486047589764,2.947961559295994,1.5317918287445964
2.9498160369071376,0.0,0.0,2.864638713351231,5.3043494309997925,1.7174090468041754,1.8937393093822663
2.30342633606854,0.0,2.3398194364789906,3.4131305044982043,2.887608568771765,1.683301624290561,1.6418729679926147
14.677436752418197,0.0,0.9913256125963493,3.4412189524595678,2.710694766513742,1.614205175943236,2.8650230369112437
1.479470440050623,8.881784197001252e-16,0.0,2.859134155420071,2.1958747102398744,1.6803018788430495,1.499490005585432
1.9716066884761305,8.881784197001252e-16,5.506794017846777,5.446737204370871,8.733219386406839,1.5662555974449286,2.229289205174359
1.6122797939500384,2.5832438719883197,2.11128485898374,2.3905437648123455,5.0322696126534305,1.6917233936597378,8.379750907242322
1.849069375304128,0.0,0.0,3.6286209404612606,2.795576576989544,3.3748666742753084,1.798112063015895
1.5994189299771178,0.6548498546212236,4.526124264240257,1.1646644507325823,3.095471254535222,2.7305514469279832,1.4210979272204574
1.604482309878733,0.5157953372556862,2.3058933120938656,1.3007770619585004,13.957941704095322,1.5160800235025294,8.94872480655303
2.4341171294740263,0.0,6.5028905579951095,2.7602775202819596,2.197251812852939,8.538973897931182,1.6139041877595426
1.583804743606393,0.7927666888520328,0.0,0.0,2.975749854195183,1.643245312084255,1.5741371388257728
1.4589400040472655,1.7763568394002505e-15,0.0,0.0,5.512168167486992,2.8575725815940682,2.0817281141060078
4.8895736924745625,0.0,0.0,2.5675247321226577,2.1925589251122584,1.683743687630865,1.445746132111893
1.8868659278909,0.0,4.539921391482246,7.778545382488964,11.754281571109535,6.430914975636616,2.3401319763219326
1.6917141982557304,1.0647716577578419,3.743996176756267,4.713989153511191,5.109693721275494,5.695634286063712,1.5602773828236352
2.41520811516682,0.0,1.131613115197343,5.0549420247287475,1.45929668767153,2.3178785962178767,2.048645889193604
2.1268135991532,1.0355628332662496,6.287701168910392,0.0,4.709555001756412,1.8047420526066718,2.846276143280791
1.5712149148190504,0.0,0.0,0.9676687196761362,8.342096174033763,1.813762545908223,2.582830947186617
2.4987244646516755,0.9724631327276957,2.20918107072278,0.0,5.542285272917659,1.8938745153777923,2.176726127670408
2.589017383738058,0.5234211835810341,3.5734872367335675,2.4927334693086465,2.57501203698034,2.2873605649702404,1.6085937197135167
2.18397001492956,0.0,0.0,0.0,5.286247886061725,1.4611982840913176,13.272818055660968
1.7942120598150293,0.0,2.2235409379529725,8.881784197001252e-16,2.6844777043542547,1.604172265419857,1.4370701283952678
2.5492300045414527,0.0,0.0,3.0066435004659557,1.697762515187876,3.0108173699171665,2.053360716764223
1.5807551322566833,8.070830256927103,7.0636134375149515,2.7577697073324274,5.326037762256951,2.0202156054406593,2.144269037014538
1.643029875101181,0.0,3.5394712094189016,3.2900566264455957,3.7037135523985634,2.0876875629369978,1.588000479072595
1.7754998343865724,0.0,3.4709062763848935,2.9204009391279873,2.896055009334235,2.1373215443811717,1.6021530672149666
1.6466532900234105,0.0,0.0,2.6931117793412698,2.6855509296655886,7.608502955567374,1.3286457568251628
1.9513478963621933,0.0,3.9474433557701776,2.003164108276209,4.055676298199843,2.0196202574687816,2.86913347688895
1.6926044649927432,0.0,0.0,1.4378183004387213,4.628094693451963,1.7440493546735467,2.322336793964977
2.6442721192519554,0.0,0.0,7.663515413306269,4.727009851433418,2.257702256179181,2.3789981847995456
3.0459167444369006,0.0,0.0,1.1102230246251565e-16,5.512512936250495,1.5089792234970238,1.4782020220066852
4.379740648368346,0.0,0.0,4.40687756757633,2.7615867587482117,2.4949927548604185,2.6307235435996517
2.0294932375487686,0.0,7.632270519602992,1.102062223037267,2.21450102325356,3.213381307638883,2.1221739432032116
1.6522852491234026,0.0,3.8990155857842317,5.393411136997899,1.755707698149435,3.3045939932021207,1.4720531133818113
2.899698022428842,2.4666715289457497,4.172275941965089,0.0,3.0334310183140687,1.9407485895057528,3.078077536632211
1.5133392230801352,0.0,0.0,0.0,3.750920727461172,2.8402599835361753,1.4941163194483384
5.784087924143209,0.0,0.0,0.0,8.282264239763688,1.452189105775124,1.4612228294905725
2.6996555205383928,0.0,2.3156860619840325,0.0,2.967087200369045,1.7936311799666396,6.780258424627633
1.8430144566759454,0.0,2.413539302600645,0.0,5.036672834147166,2.6974106377910987,2.5307798344358434
2.8218136183496925,0.0,0.0,0.0,2.429094720495039,11.220378733441114,1.4768444709515611
4.463145260449344,0.6063827586475332,0.0,0.0,10.649930306766572,1.7993408067821837,2.1871131689541268
