Label,wid_x,wid_y,wew_x,wew_y,seed_x,seed_y,trkl_x,trkl_y,trkl_z,trkl_px,trkl_py,trkl_pz,E/p,h4_41,h4_42,h4_43,h4_44,h4_45,h4_46
0,2.7650000000000006,0.0,0.7598694191937543,2.518936288678019e-09,-6.449999999999989,-0.45999999999999375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,0.0,0.0,0.0,0.0,4.610000000000014,5.070000000000007,7.814219,7.3524504,1896.8289,-0.45832732,0.027412102,49.525528,0.011990151,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
0,0.0,0.0,8.881784197001252e-16,0.0,-6.449999999999989,-0.45999999999999375,-1.8895742,3.0990014,1896.8119,-0.43218654,-0.041864406,50.13119,0.008760332,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
0,0.0,0.0,0.0,0.0,-11.97999999999999,-0.45999999999999375,-5.121831,2.5073223,1859.8807,-0.75086987,-0.013618413,49.4826,0.014594166,9.466787338256836,11.228084564208984,-9999,10.171592712402344,-9999,-10.165332794189453
0,2.7650000000000006,0.0,0.6611169079319178,1.0199563329242774e-07,-6.449999999999989,-5.989999999999995,-0.8284221,-3.4161296,1859.8684,-0.38360465,-0.16109757,41.867435,0.017326629,-13.693212509155273,-11.931915283203125,-12.754112243652344,-12.988407135009766,-9.43876838684082,-9999
0,0.0,2.7650000000000006,3.0683441101078184e-07,0.8036969150147825,10.140000000000015,-0.45999999999999375,15.653951,0.7723806,1859.8362,-0.21484147,-0.10049174,49.992477,0.007984659,9.466787338256836,-9999,10.405887603759766,-9999,9.891231536865234,-9999
0,2.7650000000000006,0.0,1.8066695654755514,1.1362361502031563e-07,-6.449999999999989,5.070000000000007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,0.0,0.0,0.0,0.0,-11.97999999999999,10.600000000000009,-5.4838586,12.931083,1896.7994,-0.42660078,-0.11624645,49.7413,0.009444855,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
0,0.0,0.0,0.0,0.0,10.140000000000015,-0.45999999999999375,14.718421,1.9125859,1859.8303,-0.2592269,-0.06759428,49.84611,0.009388452,9.466787338256836,-9999,10.405887603759766,-9999,29.22123146057129,9.164667129516602
0,2.7650000000000006,0.0,2.4167698270663105,7.887259884386142e-08,4.610000000000014,5.070000000000007,6.211057,10.816349,1896.8241,-0.7170098,0.04018489,47.996147,0.025352743,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
0,0.0,0.0,0.0,0.0,-17.50999999999999,-5.989999999999995,-12.586454,-2.3662758,1859.8981,-0.90809226,-0.18233718,49.132305,0.020980103,-9999,-11.931915283203125,-9999,-12.988407135009766,-9.43876838684082,-145.47532653808594
0,0.0,0.0,0.0,0.0,-23.039999999999992,16.13000000000001,-20.408567,18.243616,1896.7883,-1.2135103,0.22891758,48.24572,0.022387035,-9999,11.228084564208984,-9999,10.171592712402344,-9999,-29.495332717895508
0,2.7650000000000006,0.0,0.8235294116660924,2.328891653856928e-08,-6.449999999999989,-0.45999999999999375,-1.9173979,2.9661658,1859.8826,-0.34554923,-0.12601744,49.746613,0.014514548,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
0,0.0,0.0,0.0,0.0,-11.97999999999999,10.600000000000009,-8.577402,12.838688,1896.7863,-0.76606196,0.08776617,48.665894,0.018321918,-9999,11.228084564208984,-9999,10.171592712402344,-9999,-10.165332794189453
0,0.0,0.0,0.0,0.0,-6.449999999999989,-5.989999999999995,-1.8233826,-0.73408574,1859.8749,-0.20753603,-0.029590793,50.52238,0.0059769717,9.466787338256836,-11.931915283203125,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
0,2.7650000000000006,0.0,0.6140055616286492,3.440493406868982e-08,10.140000000000015,10.600000000000009,11.281759,14.022484,1896.8251,-0.23307446,-0.0065164585,50.607613,0.0052470313,9.466787338256836,-9999,10.405887603759766,-9999,-9999,9.164667129516602
0,0.0,0.0,0.0,0.0,4.610000000000014,-0.45999999999999375,10.120328,3.1616507,1859.8507,-0.36694437,-0.116070434,50.552982,0.0066005243,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
0,2.7650000000000006,0.0,1.306537316007951,1.3638858226402653e-07,4.610000000000014,5.070000000000007,6.1297674,6.913217,1896.8168,-0.3206041,0.03723407,50.475254,0.0071807243,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
0,2.7650000000000006,0.0,0.6726001930155201,9.505454991498384e-09,4.610000000000014,-0.45999999999999375,9.948109,1.0573269,1859.8541,-0.31062958,-0.0032322982,50.321915,0.0088371765,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
0,2.7091356555181956,4.13827306977198,1.6272978325341996,0.7673888550325624,-11.97999999999999,10.600000000000009,-5.8272567,13.759237,1896.795,-0.3892089,0.04208513,49.902676,0.021692907,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,-10.165332794189453
0,2.7650000000000006,0.0,1.212491468208023,1.64957884704185e-07,-0.9199999999999875,5.070000000000007,4.047233,6.2902637,1896.8114,-0.6247783,0.13231574,49.498142,0.014246736,9.466787338256836,11.228084564208984,10.405887603759766,10.171592712402344,-9999,9.164667129516602
