electron,muon,pi+,pi-,pi0,positron,photon
1.4655519574685867,0.0,2.857518022851745,0.0,3.239553640179287,2.1059837625970186,2.6326824423529964
1.5242961481666728,1.7763568394002505e-15,7.82931506602068,2.9989734576122675,3.392270701928933,2.2818029993737476,1.6980002391442828
2.135596038828616,0.0,6.214669626943317,0.0,1.7650299557331561,1.8642070224205844,1.9136361243548061
1.823037319019388,0.6591942136938175,8.19687892288387,0.0,1.466067351378657,1.4647257826865099,1.7920814708948518
1.5493702228850335,0.0,2.650578648015803,0.0,1.7136565090511215,1.9412220988481081,1.5550539093800557
1.8318221524378169,0.0,0.7442369143471356,0.0,2.88211449034659,1.6707627919522874,1.5540660061885034
2.043042599519936,3.552713678800501e-15,4.236942204041334,0.0,5.14391191579026,1.6818116885309127,2.8071598809796368
2.7183662648953257,0.0,2.8079791090278072,4.27406675824857,2.600679013795121,2.0192554876742888,1.4514446299137052
1.655933870700959,1.5216542960720523,4.386987646352468,2.029072846946459,4.57658179007063,3.006328007046517,1.8581710024496676
2.0041025076638683,0.6778838323575885,1.1560242140165347,6.38624367524626,2.710537624323598,1.6509245262117151,1.5773907750944265
1.7726764290487274,0.0,1.756616788108548,0.0,7.692869771165027,1.7769642459560515,2.305202952850701
1.4545015377750745,0.0,1.682245160970162,0.0,6.664604344205974,2.0722965130935442,2.549169357840958
1.659471002913343,0.0,2.91709901822689,1.6431202066379005,3.1009564069487086,1.5050479005531827,2.2518058241600865
2.3309392289371904,0.0,0.0,1.9639603883181906,5.95071912113137,1.4852405516357399,1.5076515866381996
1.8041437251822363,0.0,0.8858013384974663,0.0,3.6041056114701466,1.4977557544963163,1.3170746268606932
1.7105589750697614,0.0,0.0,0.0,2.65176634565863,1.8577229989735893,1.4918711240002291
2.099595360156963,0.0,3.72950113198156,0.0,1.7829151438939843,1.8709267853348661,1.41865629256315
1.479516602941865,1.1774719855526061,5.179997454417949,3.5356692537299326,3.1080478555048807,1.6572069035348949,1.4539382943689185
1.9063494858817827,0.0,0.0,5.346126717615164,5.364459690701463,1.6299690095613157,2.9583410883382424
2.3328410645322406,1.2355838895906364,0.0,0.0,2.3491532061125766,1.700699721139798,1.6004230702976574
1.6048425513820253,0.0,0.0,0.0,2.2581748981094427,2.0742819533338923,2.741565938798391
